"Timestamp"	"Identifier"	"State"	"Binary_State"	"Providers"
"1"	0	"3dc84cd80d51dfccf3bded48f7bdb362"	"up"	1	1
"134"	1814	"db2fdbcf129030b6d1e0ef03c829b7c4"	"down"	-1	132
"139"	3629	"c578440f256e459bee980932138ab1ff"	"up"	1	133
"147"	5444	"fe3c03f5a501893ce2f5cc878e744e97"	"down"	-1	131
"153"	7259	"e6ad3768c2a946b22eec978a5e85bb6b"	"up"	1	137
"161"	9077	"49610661fec18f4fbbbd72c0a9b2e9c0"	"up"	1	137
"171"	10892	"1a4c116aec3ad00f0f3b22df2ecff0f3"	"up"	1	141
"180"	12709	"4be5d0fa7e5b98b695cbcbc52b610443"	"down"	-1	146
"232"	12840	"4be5d0fa7e5b98b695cbcbc52b610443"	"up"	1	98
"281"	13517	"b0e1403fd57888e73128158e0f68562f"	"up"	1	147
"778"	13611	"cc85a0bba78404c598e64072046ca3cb"	"down"	-1	404
"780"	13929	"dff1be082a96c39af5b4697be68e4b1f"	"up"	1	406
"1744"	15797	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	806
"1790"	17665	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	822
"1855"	19513	"55fb8fd39acd6163ce29f5803d874359"	"down"	-1	837
"1901"	21381	"f3b9d1f3f39cf0cbff0169a178f814f2"	"down"	-1	839
"1959"	23230	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	855
"2015"	25078	"cbaa4baa45928afd7c321522a8abbcfb"	"down"	-1	861
"2056"	26925	"61893d6a5037340ced339f4bfd2edcbe"	"up"	1	870
"2111"	28774	"3dc84cd80d51dfccf3bded48f7bdb362"	"down"	-1	865
"2175"	30641	"3c5cb8d57374fcb827fc8009ee534962"	"up"	1	875
"2227"	32508	"cbaa4baa45928afd7c321522a8abbcfb"	"up"	1	873
"2273"	34356	"3dc84cd80d51dfccf3bded48f7bdb362"	"up"	1	883
"2317"	36204	"99a8e3575b7fe1bcce5a10b5f3b7eae3"	"up"	1	885
"2389"	38052	"580ee455fc92872c7ee9192baa126780"	"up"	1	909
"2461"	39901	"062cc228c60a158e8133f77985116907"	"up"	1	927
"2513"	41749	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	923
"2588"	43597	"cbaa4baa45928afd7c321522a8abbcfb"	"up"	1	932
"2664"	45465	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"down"	-1	924
"2731"	47313	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	927
"2802"	49161	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	934
"2881"	51010	"b0e1403fd57888e73128158e0f68562f"	"up"	1	915
"2954"	52858	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	912
"3030"	54706	"b0e1403fd57888e73128158e0f68562f"	"up"	1	916
"3094"	56554	"6299f1d02492d97cee783e1cc4fef2a8"	"down"	-1	906
"3148"	56660	"062cc228c60a158e8133f77985116907"	"down"	-1	884
"3166"	58511	"722c5b3b81f0d6cdbf74eca98c517895"	"up"	1	896
"3229"	58692	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	879
"3250"	60300	"b0e1403fd57888e73128158e0f68562f"	"up"	1	874
"3296"	62528	"3dc84cd80d51dfccf3bded48f7bdb362"	"up"	1	862
"3370"	64504	"58a9ea77b955b71eda547132ccabc5d2"	"down"	-1	838
"3606"	65319	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	622
"3894"	65528	"b0e1403fd57888e73128158e0f68562f"	"up"	1	578
"4152"	65587	"cbaa4baa45928afd7c321522a8abbcfb"	"up"	1	632
"4306"	65650	"1dcfbfab66ad7a52e4023a80e66aa727"	"up"	1	778
"4310"	67499	"062cc228c60a158e8133f77985116907"	"down"	-1	778
"4361"	69349	"3c5cb8d57374fcb827fc8009ee534962"	"down"	-1	747
"4408"	71197	"e73ede89ba672abe1ee12342a4135e15"	"down"	-1	736
"4439"	73047	"0d674e93db229b393a1607a6ec34bdba"	"down"	-1	725
"4473"	74895	"927c2ea3cd0c3427604e8331d412bfe0"	"down"	-1	713
"4507"	76745	"5ce7d69d06412fbcb49c362a18e666d8"	"down"	-1	709
"4546"	78594	"55fb8fd39acd6163ce29f5803d874359"	"up"	1	708
"4576"	80443	"dff1be082a96c39af5b4697be68e4b1f"	"up"	1	714
"4612"	82291	"ebbd32973d14cd9041bcae6185edb488"	"down"	-1	718
"4644"	84140	"eea5fa4f20aaeeae3c879ba1c9e8d263"	"up"	1	714
"4679"	85989	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	707
"4705"	87838	"31baa385ff16cdc5f8ea20b270f997e1"	"up"	1	701
"4732"	89687	"3b1b10360d9fdde15e225c8c70dc1489"	"up"	1	706
"4756"	91555	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	706
"4792"	93405	"903d95667ceed4f4e5c934de864ee35d"	"down"	-1	716
"4829"	95254	"f3b9d1f3f39cf0cbff0169a178f814f2"	"up"	1	725
"4891"	97122	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	735
"4960"	98971	"eac01281e993a9eb4d6dd08b025efaac"	"up"	1	744
"5019"	100821	"6d7b10663223061d95aa4d58469441e4"	"down"	-1	773
"5073"	102670	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"up"	1	791
"5125"	104519	"61a5c050a59bcfd4e49e247aaa68493d"	"down"	-1	817
"5169"	106368	"a223a3deb6882f30e9da69796a5fd7d0"	"up"	1	827
"5219"	108220	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	837
"5263"	110089	"156efa5ed75db99b28e4c16346b71963"	"up"	1	827
"5308"	111960	"cbaa4baa45928afd7c321522a8abbcfb"	"down"	-1	832
"5367"	113828	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	831
"5421"	115678	"5ce7d69d06412fbcb49c362a18e666d8"	"down"	-1	833
"5471"	117527	"580ee455fc92872c7ee9192baa126780"	"up"	1	837
"5523"	119396	"3dc84cd80d51dfccf3bded48f7bdb362"	"down"	-1	831
"5574"	121245	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	846
"5641"	123094	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	861
"5703"	124943	"efa30fbabb6d856b6e213c2564272b68"	"down"	-1	863
"5753"	126793	"61a5c050a59bcfd4e49e247aaa68493d"	"up"	1	869
"5806"	128662	"eac01281e993a9eb4d6dd08b025efaac"	"down"	-1	856
"5870"	130511	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	866
"5935"	132360	"062cc228c60a158e8133f77985116907"	"up"	1	883
"6012"	134210	"a7b12f391eb0cd182bf9e796f4e23d12"	"down"	-1	878
"6069"	136060	"2b0e895a0532cc474cee9ec3260828f4"	"up"	1	885
"6133"	137928	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"down"	-1	883
"6189"	139777	"61a5c050a59bcfd4e49e247aaa68493d"	"down"	-1	889
"6244"	141627	"2b0e895a0532cc474cee9ec3260828f4"	"down"	-1	888
"6291"	143477	"2b0e895a0532cc474cee9ec3260828f4"	"up"	1	881
"6328"	145345	"dc6a8cd57db8c97ce9c3097e62b94b20"	"up"	1	876
"6378"	147195	"2b0e895a0532cc474cee9ec3260828f4"	"down"	-1	866
"6424"	149063	"dff1be082a96c39af5b4697be68e4b1f"	"down"	-1	848
"6465"	150916	"580ee455fc92872c7ee9192baa126780"	"down"	-1	831
"6527"	152785	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	795
"6588"	154654	"3c5cb8d57374fcb827fc8009ee534962"	"up"	1	770
"6636"	156523	"58a9ea77b955b71eda547132ccabc5d2"	"down"	-1	746
"6678"	158392	"6299f1d02492d97cee783e1cc4fef2a8"	"down"	-1	734
"6713"	160260	"61a5c050a59bcfd4e49e247aaa68493d"	"up"	1	729
"6755"	162114	"ce9271fbf020fde7ed5c47b794bcce84"	"up"	1	725
"6792"	163966	"ce9271fbf020fde7ed5c47b794bcce84"	"down"	-1	718
"6825"	165821	"5ce7d69d06412fbcb49c362a18e666d8"	"down"	-1	719
"6860"	167693	"dff1be082a96c39af5b4697be68e4b1f"	"up"	1	718
"6893"	169563	"07951e3cd2c271b5dfda51b7b552306c"	"up"	1	723
"6914"	171435	"31baa385ff16cdc5f8ea20b270f997e1"	"up"	1	722
"6934"	172332	"03d8f0227c2ba583591bccae18eb5925"	"down"	-1	722
"6951"	174203	"ed1e963d879335eedbc09ee5ff3b29a9"	"down"	-1	719
"6987"	176046	"6299f1d02492d97cee783e1cc4fef2a8"	"up"	1	719
"7012"	177889	"903d95667ceed4f4e5c934de864ee35d"	"up"	1	718
"7046"	179740	"903d95667ceed4f4e5c934de864ee35d"	"down"	-1	722
"7077"	181581	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	731
"7120"	183423	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	732
"7169"	185266	"a886de4d78475461d4901d5966d0f96e"	"up"	1	743
"7222"	187107	"ce9271fbf020fde7ed5c47b794bcce84"	"up"	1	758
"7267"	188944	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"up"	1	781
"7312"	190786	"ce9271fbf020fde7ed5c47b794bcce84"	"down"	-1	790
"7374"	192633	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	806
"7418"	194487	"efa30fbabb6d856b6e213c2564272b68"	"down"	-1	826
"7457"	196339	"eac01281e993a9eb4d6dd08b025efaac"	"down"	-1	833
"7499"	198185	"c4de8e6b4edac3c407c039b7a8acc3cb"	"up"	1	837
"7559"	200093	"67c34d28ad854a9ca831c2b2ee58ebc5"	"down"	-1	823
"7619"	201931	"67c34d28ad854a9ca831c2b2ee58ebc5"	"up"	1	831
"7672"	203774	"722c5b3b81f0d6cdbf74eca98c517895"	"up"	1	824
"7723"	205617	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	833
"7771"	207458	"c4de8e6b4edac3c407c039b7a8acc3cb"	"down"	-1	837
"7817"	209309	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	839
"7883"	211152	"ce9271fbf020fde7ed5c47b794bcce84"	"up"	1	857
"7930"	212994	"ce9271fbf020fde7ed5c47b794bcce84"	"down"	-1	866
"7987"	214837	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	877
"8043"	216673	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	873
"8106"	218514	"3b1b10360d9fdde15e225c8c70dc1489"	"up"	1	868
"8161"	220365	"f298595e9bdee647b8c04368d2b085d5"	"down"	-1	873
"8228"	222235	"efa30fbabb6d856b6e213c2564272b68"	"down"	-1	874
"8289"	224078	"f3b9d1f3f39cf0cbff0169a178f814f2"	"down"	-1	875
"8362"	225915	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	864
"8426"	227751	"dff1be082a96c39af5b4697be68e4b1f"	"down"	-1	858
"8481"	229588	"b0e1403fd57888e73128158e0f68562f"	"up"	1	845
"8549"	231425	"580ee455fc92872c7ee9192baa126780"	"up"	1	855
"8589"	233263	"722c5b3b81f0d6cdbf74eca98c517895"	"down"	-1	851
"8655"	235100	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	839
"8706"	236936	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	828
"8762"	238773	"3dc84cd80d51dfccf3bded48f7bdb362"	"up"	1	808
"8824"	240610	"6299f1d02492d97cee783e1cc4fef2a8"	"down"	-1	776
"8880"	242448	"274e3a0ced6108a9db078372812a2389"	"down"	-1	744
"8929"	244292	"3c5cb8d57374fcb827fc8009ee534962"	"down"	-1	741
"8968"	246142	"c57afd37ea0ae3f21000e0d1a051ed73"	"down"	-1	724
"9004"	247979	"3476552e7cbff59a28574c845e1b75d7"	"up"	1	714
"9028"	249816	"31baa385ff16cdc5f8ea20b270f997e1"	"up"	1	714
"9067"	251654	"5ce7d69d06412fbcb49c362a18e666d8"	"down"	-1	705
"9103"	253496	"dff1be082a96c39af5b4697be68e4b1f"	"up"	1	707
"9134"	255338	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	704
"9166"	257176	"6299f1d02492d97cee783e1cc4fef2a8"	"up"	1	710
"9197"	259013	"ed1e963d879335eedbc09ee5ff3b29a9"	"up"	1	703
"9221"	260850	"449be95bfa021604ae6f7c108e3a3a1f"	"up"	1	699
"9247"	262693	"903d95667ceed4f4e5c934de864ee35d"	"up"	1	697
"9272"	264530	"31baa385ff16cdc5f8ea20b270f997e1"	"down"	-1	700
"9303"	266387	"76c2519096ce64c5dc8d7bfb9e1aec06"	"up"	1	701
"9345"	268230	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	707
"9377"	270072	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	715
"9425"	271910	"eac01281e993a9eb4d6dd08b025efaac"	"up"	1	721
"9485"	273749	"f3b9d1f3f39cf0cbff0169a178f814f2"	"down"	-1	747
"9545"	275586	"f3b9d1f3f39cf0cbff0169a178f814f2"	"up"	1	759
"9613"	277424	"cec280729d9bace3a8fda8fc2496e7f4"	"down"	-1	775
"9669"	279267	"ce9271fbf020fde7ed5c47b794bcce84"	"up"	1	785
"9717"	281112	"cbaa4baa45928afd7c321522a8abbcfb"	"down"	-1	799
"9773"	282954	"eac01281e993a9eb4d6dd08b025efaac"	"up"	1	795
"9826"	284797	"8458b660a50749be6a528ecba163229f"	"up"	1	802
"9891"	286640	"f298595e9bdee647b8c04368d2b085d5"	"up"	1	811
"9950"	288483	"1057867fb860c37a7da506cc8f5ac2ab"	"down"	-1	816
"9997"	290325	"775d926de0c598bea3ea3989705002c2"	"down"	-1	813
"10050"	292168	"a223a3deb6882f30e9da69796a5fd7d0"	"up"	1	816
"10101"	294010	"eac01281e993a9eb4d6dd08b025efaac"	"up"	1	817
"10138"	295853	"c4de8e6b4edac3c407c039b7a8acc3cb"	"down"	-1	816
"10191"	297690	"274e3a0ced6108a9db078372812a2389"	"down"	-1	829
"10248"	299526	"61a5c050a59bcfd4e49e247aaa68493d"	"up"	1	848
"10295"	301363	"a53c5eb84fa12ee8e097eebf406df338"	"down"	-1	853
"10348"	303201	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"down"	-1	852
"10404"	305038	"eac01281e993a9eb4d6dd08b025efaac"	"down"	-1	848
"10462"	306875	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	850
"10531"	308712	"062cc228c60a158e8133f77985116907"	"down"	-1	853
"10592"	310554	"6ef0398171945c092685acb5a7be157c"	"down"	-1	840
"10656"	312394	"722c5b3b81f0d6cdbf74eca98c517895"	"down"	-1	830
"10712"	314236	"580ee455fc92872c7ee9192baa126780"	"down"	-1	834
"10771"	316079	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	819
"10821"	317916	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	811
"10860"	319753	"3c5cb8d57374fcb827fc8009ee534962"	"up"	1	808
"10901"	321590	"903d95667ceed4f4e5c934de864ee35d"	"down"	-1	801
"10958"	323428	"3b1b10360d9fdde15e225c8c70dc1489"	"up"	1	782
"11007"	325265	"6299f1d02492d97cee783e1cc4fef2a8"	"up"	1	761
"11053"	327101	"6299f1d02492d97cee783e1cc4fef2a8"	"down"	-1	735
"11094"	328936	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	714
"11142"	330778	"58a9ea77b955b71eda547132ccabc5d2"	"down"	-1	688
"11197"	332621	"cd6129fc50a9887d041a40671e5b7a4e"	"down"	-1	675
"11230"	334462	"eac01281e993a9eb4d6dd08b025efaac"	"up"	1	660
"11257"	336305	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	661
"11287"	338148	"d795262533d26e1df08bd5cb73ae724d"	"down"	-1	649
"11317"	340019	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	643
"11347"	341869	"4425274a22afd288cec0d20ef0898de9"	"down"	-1	641
"11368"	343713	"c0f1104cac03c2442eaf3969810387ef"	"down"	-1	632
"11392"	345556	"f3b9d1f3f39cf0cbff0169a178f814f2"	"down"	-1	628
"11446"	347398	"f3b9d1f3f39cf0cbff0169a178f814f2"	"up"	1	594
"11500"	349241	"6299f1d02492d97cee783e1cc4fef2a8"	"up"	1	630
"11521"	351083	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	625
"11541"	352925	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	619
"11577"	354768	"cd6129fc50a9887d041a40671e5b7a4e"	"up"	1	625
"11598"	356623	"d4690fe77bbd23bef860c2f028f85731"	"up"	1	626
"11632"	358466	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	636
"11666"	360308	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	648
"11696"	362149	"903d95667ceed4f4e5c934de864ee35d"	"up"	1	668
"11736"	363994	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	680
"12003"	365846	"b0e1403fd57888e73128158e0f68562f"	"up"	1	457
"12280"	367690	"f3b9d1f3f39cf0cbff0169a178f814f2"	"down"	-1	704
"12315"	369541	"274e3a0ced6108a9db078372812a2389"	"down"	-1	697
"12361"	371383	"156efa5ed75db99b28e4c16346b71963"	"up"	1	705
"12392"	373220	"efa30fbabb6d856b6e213c2564272b68"	"down"	-1	696
"12438"	375057	"58a9ea77b955b71eda547132ccabc5d2"	"down"	-1	704
"12471"	376894	"9e9d1b2044e51d6a090f5682bd72289e"	"up"	1	717
"12498"	378731	"9ecc21acc6ca3b6f09bca5538d4d844f"	"up"	1	720
"12522"	380570	"6d7b10663223061d95aa4d58469441e4"	"up"	1	726
"12546"	382406	"bfd582cd6df671dc74ddbb358f2f9b42"	"down"	-1	724
"12574"	384244	"3dc84cd80d51dfccf3bded48f7bdb362"	"up"	1	720
"12612"	386081	"5ce7d69d06412fbcb49c362a18e666d8"	"up"	1	726
"12656"	387918	"a7b12f391eb0cd182bf9e796f4e23d12"	"up"	1	734
"12689"	389755	"61a5c050a59bcfd4e49e247aaa68493d"	"down"	-1	739
"12734"	391592	"c20f32b758888f6a5aa153857e068277"	"up"	1	732
"12769"	393430	"6299f1d02492d97cee783e1cc4fef2a8"	"down"	-1	723
"12803"	395267	"61a5c050a59bcfd4e49e247aaa68493d"	"up"	1	731
"12836"	397103	"f298595e9bdee647b8c04368d2b085d5"	"down"	-1	728
"12868"	398942	"ea97831902d7f03857702f20b45fa6b4"	"up"	1	734
"12908"	400781	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	730
"12952"	402618	"2b0e895a0532cc474cee9ec3260828f4"	"down"	-1	722
"12990"	404455	"ed1e963d879335eedbc09ee5ff3b29a9"	"up"	1	724
"13024"	406293	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	712
"13063"	408130	"6299f1d02492d97cee783e1cc4fef2a8"	"up"	1	705
"13094"	409967	"3c5cb8d57374fcb827fc8009ee534962"	"up"	1	700
"13129"	411809	"58a9ea77b955b71eda547132ccabc5d2"	"down"	-1	691
"13161"	413648	"3c5cb8d57374fcb827fc8009ee534962"	"down"	-1	675
"13198"	415490	"6299f1d02492d97cee783e1cc4fef2a8"	"down"	-1	652
"13228"	417327	"7187278b9d33f0697c05461ee2a3b3f3"	"down"	-1	642
"13254"	419165	"dff1be082a96c39af5b4697be68e4b1f"	"down"	-1	640
"13287"	421002	"cbaa4baa45928afd7c321522a8abbcfb"	"down"	-1	619
"13308"	422839	"8eb276e7daff48cdf25d161335c28a9e"	"down"	-1	608
"13326"	424676	"21a3af1a0f3b8b4d103caf506ff866bd"	"down"	-1	606
"13352"	426515	"e7f753062b0983a75b314a85b40846f6"	"down"	-1	586
"13367"	428358	"5ce7d69d06412fbcb49c362a18e666d8"	"down"	-1	583
"13389"	430196	"156efa5ed75db99b28e4c16346b71963"	"up"	1	583
"13409"	432053	"3dc84cd80d51dfccf3bded48f7bdb362"	"down"	-1	579
"13427"	433893	"8eb276e7daff48cdf25d161335c28a9e"	"up"	1	577
"13448"	435734	"6299f1d02492d97cee783e1cc4fef2a8"	"up"	1	574
"13469"	437586	"7e9cc11f27d728e4ff890821406e3f7a"	"up"	1	587
"13481"	437862	"a54ee61365263970cec77a360d48f950"	"up"	1	585
"13492"	439700	"3b1b10360d9fdde15e225c8c70dc1489"	"up"	1	586
"13515"	441571	"dff1be082a96c39af5b4697be68e4b1f"	"up"	1	593
"13539"	443413	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	593
"13566"	445249	"d001d59b57728e58ad5fd1dfc9d2e3ea"	"up"	1	598
"13594"	447092	"ce9271fbf020fde7ed5c47b794bcce84"	"down"	-1	608
"13634"	448936	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	622
"13677"	450788	"ce9271fbf020fde7ed5c47b794bcce84"	"up"	1	643
"13739"	452631	"3dc84cd80d51dfccf3bded48f7bdb362"	"up"	1	673
"13782"	454476	"6d7b10663223061d95aa4d58469441e4"	"up"	1	686
"13832"	456347	"bfd582cd6df671dc74ddbb358f2f9b42"	"up"	1	692
"13874"	458199	"8eb276e7daff48cdf25d161335c28a9e"	"down"	-1	706
"13913"	460041	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	711
"13950"	461884	"58a9ea77b955b71eda547132ccabc5d2"	"down"	-1	716
"13986"	463736	"bfd582cd6df671dc74ddbb358f2f9b42"	"up"	1	718
"14015"	465587	"0aa1307b86473974fb0a15ecc4012bac"	"up"	1	731
"14044"	467422	"8eb276e7daff48cdf25d161335c28a9e"	"up"	1	730
"14086"	469259	"afc7d24d77acbcee70dc4dce9d91faee"	"down"	-1	728
"14114"	471101	"8eb276e7daff48cdf25d161335c28a9e"	"down"	-1	722
